id = 2103
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = -1.5707963267948966

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
0.275 4.39 0.0005145 4.555592653589793 0.003997236676761953 0.04361558822054376
0.275 4.39 0.0005145 4.869592653589793 -0.013085284330271575 0.044208849128367735
0.275 4.39 0.0005145 5.183592653589793 0.01985226563988025 0.04420424041992552
0.275 4.39 0.0005145 5.497592653589793 0.11213405517682509 0.04482325861931666
0.275 4.39 0.0005145 5.811592653589793 0.017769170121752775 0.04545871285760088
0.275 4.39 0.0005145 6.1265926535897925 -0.043124354252471714 0.044830649374623895
0.65 4.39 0.0005145 0.157 -0.009615857521037177 0.06271333482127106
0.65 4.39 0.0005145 0.471 0.12037721203418242 0.061862245908763144
0.65 4.39 0.0005145 0.785 0.0744132786738611 0.06268895816918409
0.65 4.39 0.0005145 1.1 0.0738873235934387 0.059505418846798455
0.65 4.39 0.0005145 1.414 0.06952412011681353 0.059706456174055816
0.65 4.39 0.0005145 1.728 0.20233237831142115 0.05680189849369966
0.65 4.39 0.0005145 2.042 0.23333946582768358 0.05625785016532095
0.65 4.39 0.0005145 2.356 0.18466944606023195 0.05564931118568253
0.65 4.39 0.0005145 2.67 0.23077315571059343 0.054981228732354774
0.65 4.39 0.0005145 2.985 0.23279287692563055 0.05576437957059523
0.65 4.39 0.0005145 3.298592653589793 0.2542026644399188 0.0557643596890062
0.65 4.39 0.0005145 3.612592653589793 0.25394140459988807 0.05498133193555068
0.65 4.39 0.0005145 3.9265926535897933 0.19291548958788657 0.05564952489656134
0.65 4.39 0.0005145 4.241592653589793 0.14229071258994225 0.056257603441861814
0.65 4.39 0.0005145 4.555592653589793 0.15752342605454323 0.05680156892552492
0.65 4.39 0.0005145 4.869592653589793 0.1450720600050967 0.05970614596336441
0.65 4.39 0.0005145 5.183592653589793 0.09658259203316731 0.059505222802419856
0.65 4.39 0.0005145 5.497592653589793 0.06362444729669099 0.06268902362376114
0.65 4.39 0.0005145 5.811592653589793 0.03549694176097158 0.06186220145535965
0.65 4.39 0.0005145 6.1265926535897925 -0.08421333079652665 0.06271335618898302
1.1 4.39 0.0005145 0.157 -0.0033316904175836604 0.08186189398884697
1.1 4.39 0.0005145 0.471 0.05444506093295985 0.08551046164975082
1.1 4.39 0.0005145 0.785 -0.04886153712397735 0.07746701298294498
1.1 4.39 0.0005145 1.1 0.23805182616007348 0.07944631277295688
1.1 4.39 0.0005145 1.414 0.15558305840679662 0.07447935799311295
1.1 4.39 0.0005145 1.728 0.3338996237418116 0.07403755553567884
1.1 4.39 0.0005145 2.042 0.23253268437134894 0.07103295817334647
1.1 4.39 0.0005145 2.356 0.24536579148159265 0.06885131009568558
1.1 4.39 0.0005145 2.67 0.3662143729504947 0.06741720701166601
1.1 4.39 0.0005145 2.985 0.35256726869343025 0.06833238831629691
1.1 4.39 0.0005145 3.298592653589793 0.28827671865481275 0.06833232788668686
1.1 4.39 0.0005145 3.612592653589793 0.2806694970934827 0.06741749283863387
1.1 4.39 0.0005145 3.9265926535897933 0.40147401028263596 0.06885181861470513
1.1 4.39 0.0005145 4.241592653589793 0.23978763963671268 0.07103246398540632
1.1 4.39 0.0005145 4.555592653589793 0.2033487121837499 0.07403699278351614
1.1 4.39 0.0005145 4.869592653589793 0.08589873401186253 0.07447883728430306
1.1 4.39 0.0005145 5.183592653589793 0.19208831672780596 0.07944597400326547
1.1 4.39 0.0005145 5.497592653589793 0.016493533842686224 0.07746725691180521
1.1 4.39 0.0005145 5.811592653589793 -0.07417520165322462 0.08551052618287358
1.1 4.39 0.0005145 6.1265926535897925 0.034142568460436215 0.08186188844392531
1.35 4.39 0.0005145 0.157 -0.15902414226170208 0.11069078841025996
1.35 4.39 0.0005145 0.471 0.10009065729251332 0.11260645188250035
1.35 4.39 0.0005145 0.785 0.1413020410137298 0.10886729162424805
1.35 4.39 0.0005145 1.1 0.23651975382075519 0.10239699534146394
1.35 4.39 0.0005145 1.414 0.16388624469236063 0.08872945140010584
1.35 4.39 0.0005145 1.728 0.053456469589834466 0.08272276664119493
1.35 4.39 0.0005145 2.042 0.24704401081943056 0.0821789053897138
1.35 4.39 0.0005145 2.356 0.29118554013795545 0.0833629634682546
1.35 4.39 0.0005145 2.67 0.21487544807137002 0.07743795018979238
1.35 4.39 0.0005145 2.985 0.29965671486374135 0.08455718359413321
1.35 4.39 0.0005145 3.298592653589793 0.43724029757924376 0.08455711774769674
1.35 4.39 0.0005145 3.612592653589793 0.33059463227036023 0.07743826533507926
1.35 4.39 0.0005145 3.9265926535897933 0.23952224279305417 0.08336344216288688
1.35 4.39 0.0005145 4.241592653589793 0.21675650897514484 0.08217847398755479
1.35 4.39 0.0005145 4.555592653589793 0.16673048993024536 0.08272231064219514
1.35 4.39 0.0005145 4.869592653589793 0.14071035135276094 0.08872908362456018
1.35 4.39 0.0005145 5.183592653589793 0.23556598292375255 0.10239677707707692
1.35 4.39 0.0005145 5.497592653589793 0.16926335600486297 0.10886744786277792
1.35 4.39 0.0005145 5.811592653589793 0.10610310830839563 0.11260650911122495
1.35 4.39 0.0005145 6.1265926535897925 0.019980136239863458 0.11069077978482307
